"","PhysicalDataID","StationCode","Recorder","Field.Check","Crew","SamplingDate","YSI","SamplingTime","WeatherCode","Tide","Microcyst","WaterTemperature","Secchi","EC","SpCnd","pH","DO","Turb","LightData","DriftData","LarvalData","150_ZoopData","50_ZoopData","ChlData","PhytoData","NutrData","EnteredBy","QAQCBy","FieldComments_WQ","DataCorrectionComments","Datetime","Year","Month","SurfaceIRR","Depth1","SubSurfaceIRR1","Depth2","SubSurfaceIRR2","Depth3","SubSurfaceIRR3","Depth4","SubSurfaceIRR4","FieldComments_Light","StationNumber"
"141",1778,"STTD","JJ",TRUE,"CS, HW",2018-10-04,NA,"12:25:00","CLD","Flood",1,20.9,0.4,NA,279,8.4,7.6,10.4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Water quality taken from USGS station at stair steps","",2018-10-04 12:25:00,"2018","10",2167,0.03,1653.3,0.11,1004.2,0.42,529,1.77,20.74,"","A0D82120386"
"142",1773,"WWT","MB",TRUE,"AS",2018-10-04,1,"09:25:00","CLD","",1,21.5,NA,991,1063,7.45,3.6,16.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"cstuart","ashakya","","",2018-10-04 09:25:00,"2018","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1030000"
"143",2006,"LIS","AC",TRUE,"NI JR",2020-01-06,1,"14:00:00","CLR","Flood",1,9.8,0.35,470,664,7.97,9.91,20.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"acasby","cstuart","","",2020-01-06 14:00:00,"2020","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"144",2010,"STTD","JR",TRUE,"NI, AC",2020-01-06,1,"10:19:00","CLR","Flood",1,9.1,0.41,464,666,7.45,9.37,13.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"cstuart","acasby","","",2020-01-06 10:19:00,"2020","1",1927.7,0.04,1421.4,0.06,951.6,0.16,483.3,1.35,19.41,"","A0D82120386"
"145",2005,"SHR","NK",TRUE,"AC JR",2020-01-07,3,"09:27:00","FOG","Ebb",1,9.6,0.9,139,197,7.42,10.9,14,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"acasby","cstuart","","",2020-01-07 09:27:00,"2020","1",393.3,0.02,294.6,0.05,195.3,0.4,98.5,2.19,10.67,"","A0200000"
"146",2008,"LIS","CS",TRUE,"NI, JR",2020-01-27,1,"11:46:00","CLD","Ebb",1,12.4,0.25,579,763,7.89,8.97,40.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","acasby","","",2020-01-27 11:46:00,"2020","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"147",2009,"STTD","CS",TRUE,"NI, JR",2020-01-27,1,"09:41:00","CLR","Ebb",1,11.5,0.38,561,757,7.55,8.93,17.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"cstuart","acasby","","",2020-01-27 09:41:00,"2020","1",1392.3,0.03,1038,0.04,694.8,0.11,344.5,1.33,13.06,"","A0D82120386"
"148",2007,"SHR","NI",TRUE,"MB, CS",2020-01-28,3,"09:30:00","CLD","High",1,11.4,0.5,139,188,7.46,10.49,19.4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"cstuart","acasby","","",2020-01-28 09:30:00,"2020","1",537.1,0.03,402.2,0.05,267.2,0.42,134.3,1.86,5.32,"","A0200000"
"149",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,0.02,1532,0.06,1038,0.53,531,2.22,89.74,"",NA
"150",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803.4,0.04,1256.5,0.07,921.8,0.22,486,0.92,19.27,"",NA
"151",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,0.08,1576.6,0.09,1059.5,0.19,525.3,0.62,23.26,"",NA
"152",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077,0.04,1550,0.09,1065.2,0.19,506.4,0.71,20.56,"",NA
"153",228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,0.003,1452,0.01,964,0.016,523,0.042,29.3,"",NA
"154",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114,0.09,1558.2,0.14,1090,0.2,509.02,0.38,49.39,"",NA
"155",230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,0.005,1643.2,0.06,1146.7,0.23,520.3,0.89,22.5,"",NA
"156",233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580.6,0.06,1064,0.39,759.2,0.79,389.3,1.98,60.34,"",NA
"157",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066,0.08,1653,0.12,849,0.28,547,0.4,25,"",NA
"158",239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980.9,0.06,1541.5,0.08,1060.2,0.16,509.6,0.58,23.56,"",NA
"159",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973.7,0.07,1522.1,0.16,1005,0.29,500.3,1,20.36,"",NA
"160",243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1826.2,0.04,1367,0.07,928.2,0.41,458.6,2.23,38.65,"",NA
"161",244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848.6,0.06,1346.7,0.08,888.9,0.18,457.2,0.82,19.89,"",NA
"162",245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.6,0.02,1500.1,0.06,986.6,0.22,491.2,1.03,20.01,"",NA
"163",246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,0.01,650.9,0.05,473.4,0.19,220.4,0.77,8.99,"",NA
"164",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,0.02,359.5,0.04,220.6,0.53,113.57,1.85,16.86,"",NA
"165",248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906.6,0.06,1417.2,0.09,922.9,0.19,417.7,0.48,21.31,"",NA
"166",249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,0.05,1562.5,0.08,1048.5,0.18,490.8,0.68,24.72,"",NA
"167",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.9,0.05,1514.6,0.13,1045.7,0.25,505.7,0.82,22.28,"",NA
"168",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829.2,0.04,1382.9,0.08,895.9,0.32,473.8,1.42,18.07,"",NA
"169",252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691.7,0.06,1255,0.22,846.7,0.41,419.23,1.2,16,"",NA
"170",253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962.5,0.03,1498,0.14,1010.7,0.57,498.2,2.19,19.19,"",NA
"171",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.2,0.03,565.5,0.09,402.6,0.27,227.2,1.12,7.05,"",NA
"172",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596.7,0.03,1231.7,0.05,955.4,0.08,398.6,1.95,17.43,"",NA
"173",256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934.3,0.03,1404.1,0.07,909.3,0.23,505.4,0.73,19.08,"",NA
"174",257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146,0.01,1600,0.03,1116.2,0.82,511.7,2,78.4,"",NA
"175",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,0.05,1507.2,0.16,1021.7,0.37,518,1.64,21.49,"",NA
"176",259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079,0.06,1643,0.11,1051,0.27,576.5,1.7,21.1,"",NA
"177",261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,0.06,1539,0.12,1082.9,0.25,506.1,0.78,20.6,"",NA
"178",262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829.6,0.04,1329,0.39,915.4,0.7,463.5,1.96,43.83,"",NA
"179",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,0.06,1485,0.13,991.2,0.19,509.9,0.57,20.83,"",NA
"180",264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889.5,0.03,1398.2,0.12,916.8,0.61,477.3,2.14,41.25,"",NA
"181",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,0.03,1484.5,0.05,1039.7,0.14,499.7,0.31,20.32,"",NA
"182",266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184,0.04,1642.8,0.31,1127.5,0.87,550.7,2.1,40.66,"",NA
"183",267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884.7,0.08,1382.5,0.11,952.6,0.18,474.5,0.45,18.28,"",NA
"184",268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.74,0.03,1541.2,0.11,1006.8,0.59,522,2,66.6,"",NA
"185",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053,0.05,1531,0.14,996,0.3,523,0.87,22,"",NA
"186",271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123,0.06,1643,0.1,1083.1,0.77,538,1.97,19.88,"",NA
"187",272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202,0.06,1647.8,0.14,1151.6,0.3,578.6,0.85,21.94,"",NA
"188",273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2069,0.02,1457,0.05,950,0.39,505,2.12,37.3,"",NA
"189",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,0.04,1482,0.06,1021.7,0.27,489,0.72,23.43,"",NA
"190",275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2125,0.04,1609,0.14,1070,0.66,538,2,40.4,"",NA
"191",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072,0.03,1555,0.15,1054.6,0.23,552.4,0.57,19.53,"",NA
"192",277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,0.03,1539,0.22,1019.9,0.5,551.3,1.9,42.23,"",NA
"193",278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,0.03,1578.7,0.1,1012,0.12,608.24,0.36,22.08,"",NA
"194",279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114.1,0.07,1533,0.22,1087.9,0.62,575.1,1.81,67.42,"",NA
"195",280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2091,0.08,1575.2,0.11,1073.4,0.16,537.5,0.42,28.77,"",NA
"196",318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2188,0.02,1646.4,0.07,1064,0.3,560.6,1.46,21.54,"",NA
"197",319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2463,0.03,1843.6,0.11,1279.8,0.27,642,0.96,27.2,"",NA
"198",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077,0.05,1496.9,0.08,970,0.48,518.1,1.9,54.76,"",NA
"199",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348,0.04,1756,0.13,1218.5,0.29,617.6,1.15,23.99,"",NA
"200",322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2389,0.07,1784.7,0.22,1213.2,0.84,594.4,2.41,107.7,"",NA
"201",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,0.09,1541,0.18,1008,0.36,504,1.12,18,"",NA
"202",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848,0.05,686,0.07,421,0.62,215,2,39.8,"",NA
"203",326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,0.08,2232,0.21,1445,0.34,685,1.28,26,"",NA
"204",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,0.05,1629,0.21,1101,0.75,558,1.92,83,"",NA
"205",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208,0.05,1606.4,0.2,1094,0.38,555.1,1.2,19.76,"",NA
"206",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,0.04,1838,0.14,1225,0.31,618,0.97,25,"",NA
"207",330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,0.05,2005,1.06,1406,2,100,NA,NA,"",NA
"208",331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,0.05,1665,0.1,1174,0.19,528,0.5,23,"",NA
"209",337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478,0.06,1860.3,0.15,1229.5,0.2,585.16,0.52,24.8,"",NA
"210",338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,0.04,1522,0.05,1095,0.63,564,1.9,77,"",NA
"211",339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291,0.03,1652.9,0.16,1139.2,0.47,586.1,1.28,26.65,"",NA
"212",340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263.3,0.02,892.7,0.07,671.4,0.15,322.1,0.53,10.59,"",NA
"213",341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281.9,0.03,1019.5,0.04,632.8,0.18,324.5,1.72,13.76,"",NA
"214",344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566,0.03,1807.1,0.06,1285.8,0.14,627.5,0.45,27.93,"",NA
"215",345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455,0.04,1853.9,0.27,1243.7,0.6,573.7,1.68,43.9,"",NA
"216",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476,0.02,1807.5,0.16,1252.9,0.56,662.6,2.11,41.34,"",NA
"217",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2435,0.06,1797,0.13,1238.4,0.25,598.1,0.75,25.61,"",NA
"218",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2954,0.02,2400,0.11,1495,0.27,746.1,0.82,32.53,"",NA
"219",353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2439,0.04,1682.5,0.23,1179.2,0.45,650.9,1.35,63.28,"",NA
"220",354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2552,0.1,1939.6,0.26,1292.9,0.44,662.2,1.2,58.96,"",NA
"221",355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265,0.04,1608,0.21,1129,0.6,540.4,1.3,83.68,"",NA
"222",358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,0.03,1271,0.1,837.2,0.26,467.5,1.1,15.84,"",NA
"223",359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233.8,0.03,908.1,0.04,623.6,0.3,287.4,1.22,31.3,"",NA
"224",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2225,0.06,1641.8,0.17,1075.1,0.42,574,1.44,38.62,"",NA
"225",361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481.3,0.01,1127.2,0.04,759.2,0.26,376.5,1.44,61.58,"",NA
"226",362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1802.5,0.04,1374,0.18,917.9,0.43,430.8,1.33,21.21,"",NA
"227",363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330.5,0.01,966.4,0.02,676.4,0.26,335.5,1.15,18.26,"",NA
"228",366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.8,0.01,292.8,0.02,201.8,0.03,100.5,0.84,5.98,"",NA
"229",367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615,0.04,1958.4,0.09,1215.7,0.13,640.6,0.35,27.3,"",NA
"230",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.2,0.01,310.1,0.02,249.7,0.05,56.2,1.05,9.3,"",NA
"231",370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171.9,0.04,716.4,0.08,318.8,0.12,260.8,0.88,11.76,"",NA
"232",371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991.3,NA,NA,0.01,472.3,0.1,285.5,0.8,10.08,"1-NOT POSSIBLE",NA
"233",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,404.6,0.02,313,0.05,205,0.9,7.56,"",NA
"234",375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.4,0.05,254,0.36,178,0.58,76.6,0.46,4.3,"",NA
