"","SampleID","SampleDate","SampleTime","StationCode","SamplingArea","SampleMethod","GearID","GearConditionCode","VegetationRank","TrapStatus","Rev.Counter","Region","SeineLength","SeineWidth","SeineDepth","VolumeSeined","HabitatType","SubstrateCode","FieldComments","DataCorrectionComments","NoCatch","OrganismCode","LowestTaxon","Parent","ForkLength","TotalLength","Weight","Sex","Spawning.Condition","MarkCode","Race","StageCode","Dead","CWTSample","Genetic.Sample","Direct.Take","Indirect.Take","FishTagID","Count","FishIDComments","CWT_TagCode","CWTComments","GeneticID1","Prob1","GeneticID2","Prob2","FishTagID2","SalmComments","numChrom","V.shape","GeneticID","qDS","qLFS","qWAG","GenotypeRun","FishTagID3","SmeltComments"
"4568",1539,"01/28/2000","11:33:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","64","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4569",1539,"01/28/2000","11:33:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","71","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4570",1540,"01/31/2000","12:00:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","dead beaver in trap","","N","MSS","beryllina","Menidia","66","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4571",1542,"02/03/2000","13:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","62","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4572",1544,"02/09/2000","12:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","64","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4573",1546,"02/14/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","","","N","MSS","beryllina","Menidia","63","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4574",1546,"02/14/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","3","","Pull","","","","","","","","","","","N","MSS","beryllina","Menidia","64","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4575",78,"02/15/2000","11:45:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","12","12","0.7","100.7999954","RIP","AVG","","","N","MSS","beryllina","Menidia","51","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4576",2204,"02/16/2000","11:20:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","","","","","VEG","","","","N","MSS","beryllina","Menidia","59","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4577",269,"02/16/2000","14:15:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.2","234.0000153","VEG","MUD","","","N","MSS","beryllina","Menidia","69","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4578",269,"02/16/2000","14:15:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.2","234.0000153","VEG","MUD","","","N","MSS","beryllina","Menidia","57","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4579",2205,"02/16/2000","14:57:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","10","6","0.5","30","VEG","GRV","","","N","MSS","beryllina","Menidia","61","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4580",270,"02/22/2000","10:15:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","10","1.1","165","VEG","MUD","","","N","MSS","beryllina","Menidia","38","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4581",79,"02/22/2000","10:30:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","9","4","1.1","39.60000229","RIP","AVG","I-5 ramp","","N","MSS","beryllina","Menidia","67","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4582",79,"02/22/2000","10:30:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","9","4","1.1","39.60000229","RIP","AVG","I-5 ramp","","N","MSS","beryllina","Menidia","63","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4583",2206,"02/23/2000","10:30:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","","","0.9","","VEG","AVG","","","N","MSS","beryllina","Menidia","41","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4584",271,"03/01/2000","11:07:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","12","1.2","216.0000153","VEG","SND","","","N","MSS","beryllina","Menidia","42","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4585",2207,"03/01/2000","12:45:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","5","6","1.1","33","VEG","GRV","","","N","MSS","beryllina","Menidia","45","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4586",80,"03/01/2000","13:27:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","14","11","1.2","184.8000031","RIP","AVG","","","N","MSS","beryllina","Menidia","65","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4587",180,"03/01/2000","14:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","6","7","0.9","37.79999924","RIP","GRV","","","N","MSS","beryllina","Menidia","52","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4588",180,"03/01/2000","14:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","6","7","0.9","37.79999924","RIP","GRV","","","N","MSS","beryllina","Menidia","47","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4589",272,"03/07/2000","12:00:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.1","214.5","VEG","SND","","","N","MSS","beryllina","Menidia","77","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4590",272,"03/07/2000","12:00:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.1","214.5","VEG","SND","","","N","MSS","beryllina","Menidia","67","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4591",272,"03/07/2000","12:00:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.1","214.5","VEG","SND","","","N","MSS","beryllina","Menidia","45","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4592",272,"03/07/2000","12:00:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.1","214.5","VEG","SND","","","N","MSS","beryllina","Menidia","43","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4593",272,"03/07/2000","12:00:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","15","13","1.1","214.5","VEG","SND","","","N","MSS","beryllina","Menidia","42","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4594",2208,"03/07/2000","12:59:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","10","10","0.7","70","VEG","GRV","","","N","MSS","beryllina","Menidia","45","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4595",1563,"03/08/2000","12:30:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","63","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4596",1567,"03/14/2000","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","59","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4597",273,"03/14/2000","12:25:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","9","15","0.8","108","RIP","SND","thermometer broke","","N","MSS","beryllina","Menidia","43","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4598",273,"03/14/2000","12:25:00","LIS","B9D82851352","BSEIN","SEIN50","1","","","","","9","15","0.8","108","RIP","SND","thermometer broke","","N","MSS","beryllina","Menidia","40","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4599",2210,"03/14/2000","13:45:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.8","180","VEG","MUD","","","N","MSS","beryllina","Menidia","47","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4600",1569,"03/17/2000","10:35:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","MSS","beryllina","Menidia","50","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4601",1569,"03/17/2000","10:35:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","N","MSS","beryllina","Menidia","47","","","","","None","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4602",189,"03/21/2000","12:38:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","17","13","0.6","132.6000061","VEG","AVG","","","N","MSS","beryllina","Menidia","49","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4603",1573,"03/23/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","64","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4604",1576,"03/28/2000","12:40:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","69","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4605",1576,"03/28/2000","12:40:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","73","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4606",2220,"03/28/2000","14:09:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","1","225","VEG","MUD","near mile 2","","N","MSS","beryllina","Menidia","76","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4607",2222,"03/28/2000","15:00:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","1.1","247.5","VEG","MUD","","","N","MSS","beryllina","Menidia","64","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4608",431,"03/29/2000","13:15:00","BL1","A0D82801355","BSEIN","SEIN50","1","","","","","15","15","0.4","90","AG","MUD","","","N","MSS","beryllina","Menidia","72","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4609",431,"03/29/2000","13:15:00","BL1","A0D82801355","BSEIN","SEIN50","1","","","","","15","15","0.4","90","AG","MUD","","","N","MSS","beryllina","Menidia","54","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4610",1579,"03/31/2000","12:13:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","65","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4611",1580,"04/04/2000","11:09:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","63","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4612",1581,"04/06/2000","16:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","72","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4613",1585,"04/14/2000","10:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","44","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4614",1586,"04/17/2000","11:35:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","57","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4615",1586,"04/17/2000","11:35:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","90","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4616",1587,"04/19/2000","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT Ided, >25mm=larval; MSS ripe","","N","MSS","beryllina","Menidia","44","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"4617",1587,"04/19/2000","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT Ided, >25mm=larval; MSS ripe","","N","MSS","beryllina","Menidia","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4618",1590,"04/26/2000","10:30:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","60","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4619",1596,"05/10/2000","10:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","81","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4620",1604,"05/31/2000","13:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","no thermometer, BAS are probably STB","","N","MSS","beryllina","Menidia","29","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4621",1612,"06/19/2000","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","75","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4622",1615,"06/26/2000","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","slack tide","","N","MSS","beryllina","Menidia","72","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4623",1615,"06/26/2000","09:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","slack tide","","N","MSS","beryllina","Menidia","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4624",2228,"06/26/2000","11:00:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.9","202.5","RIP","MUD","","","N","MSS","beryllina","Menidia","51","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4625",2228,"06/26/2000","11:00:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.9","202.5","RIP","MUD","","","N","MSS","beryllina","Menidia","33","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4626",194,"06/26/2000","14:05:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","1","225","RIP","MUD","Substrate MD/VG","","N","MSS","beryllina","Menidia","46","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4627",194,"06/26/2000","14:05:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","1","225","RIP","MUD","Substrate MD/VG","","N","MSS","beryllina","Menidia","49","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4628",1616,"06/28/2000","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4629",1616,"06/28/2000","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","33","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4630",1616,"06/28/2000","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4631",2229,"07/27/2000","09:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.3","67.5","RIP","MUD","","","N","MSS","beryllina","Menidia","33","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4632",2229,"07/27/2000","09:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.3","67.5","RIP","MUD","","","N","MSS","beryllina","Menidia","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4633",2229,"07/27/2000","09:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.3","67.5","RIP","MUD","","","N","MSS","beryllina","Menidia","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4634",2230,"09/08/2000","12:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.8","180","RIP","MUD","","","N","MSS","beryllina","Menidia","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4635",2230,"09/08/2000","12:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.8","180","RIP","MUD","","","N","MSS","beryllina","Menidia","59","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4636",196,"09/08/2000","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","0.5","112.5","RIP","MUD","","","N","MSS","beryllina","Menidia","54","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4637",196,"09/08/2000","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","0.5","112.5","RIP","MUD","","","N","MSS","beryllina","Menidia","57","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4638",2231,"09/29/2000","10:45:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","1","225","RIP","MUD","fine filament algae in water, SCB w/ parasites","","N","MSS","beryllina","Menidia","46","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4639",2231,"09/29/2000","10:45:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","1","225","RIP","MUD","fine filament algae in water, SCB w/ parasites","","N","MSS","beryllina","Menidia","37","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4640",197,"09/29/2000","12:35:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","4","1","60","RIP","MUD","","","N","MSS","beryllina","Menidia","62","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4641",197,"09/29/2000","12:35:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","4","1","60","RIP","MUD","","","N","MSS","beryllina","Menidia","56","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4642",2232,"11/01/2000","10:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","1","105","RIP","MUD","","","N","MSS","beryllina","Menidia","65","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4643",2232,"11/01/2000","10:50:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","1","105","RIP","MUD","","","N","MSS","beryllina","Menidia","61","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4644",198,"11/01/2000","12:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","10","1","150","RIP","MUD","","","N","MSS","beryllina","Menidia","55","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4645",198,"11/01/2000","12:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","10","1","150","RIP","MUD","","","N","MSS","beryllina","Menidia","60","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4646",2233,"11/29/2000","11:30:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","1.1","247.5","RIP","MUD","","","N","MSS","beryllina","Menidia","41","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4647",2233,"11/29/2000","11:30:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","1.1","247.5","RIP","MUD","","","N","MSS","beryllina","Menidia","58","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4648",1243,"12/29/2000","10:00:00","BL4","A0D82131385","BSEIN","SEIN50","1","","","","","23","4","1","92","RIP","MUD","","","N","MSS","beryllina","Menidia","57","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4649",200,"12/29/2000","12:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","9","0.8","108","RIP","MUD","","","N","MSS","beryllina","Menidia","58","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4650",1620,"01/05/2001","10:05:00","STTD","A0D82120386","RSTR","","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","61","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4651",1623,"01/12/2001","09:42:00","STTD","A0D82120386","RSTR","","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","65","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4652",1623,"01/12/2001","09:42:00","STTD","A0D82120386","RSTR","","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","69","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4653",1626,"01/19/2001","10:15:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","floating beam lodged near trap mouth","","N","MSS","beryllina","Menidia","59","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4654",1627,"01/22/2001","09:50:00","STTD","A0D82120386","RSTR","","3","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","59","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4655",1627,"01/22/2001","09:50:00","STTD","A0D82120386","RSTR","","3","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","66","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4656",1629,"01/25/2001","09:25:00","STTD","A0D82120386","RSTR","","3","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","61","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4657",1629,"01/25/2001","09:25:00","STTD","A0D82120386","RSTR","","3","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","62","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4658",1630,"01/26/2001","09:43:00","STTD","A0D82120386","RSTR","","1","","Check","","","","","","","","","","","N","MSS","beryllina","Menidia","59","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4659",1631,"01/29/2001","11:35:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","trees and small woody debris totally blocking trap","","N","MSS","beryllina","Menidia","56","","","","","n/p","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"4660",1632,"01/30/2001","10:44:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","Lots of shrimp!!; 5 of the PL were ammocoetes.","","N","MSS","beryllina","Menidia","58","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"4661",1633,"01/31/2001","10:00:00","STTD","A0D82120386","RSTR","","1","","Check","","","","","","","","","PL of F. Length 163 was an ammocoete","","N","MSS","beryllina","Menidia","61","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
