Processed by,Species,ID,Date,Time,FL (mm),wt (g),Fullness,Digestion,full wt,empty wt,Prey Taxa,LH,Higher level,Count,wt (g),Comments,QA/QC
JC,CHN,2017_Ad_plus-F_1458,8/28/2017,10:10,53,1.51,6,5,0.0871,0.0320,Ephydridae,adult,Diptera,2,0.0030,,jc
JC,CHN,2017_Ad_plus-F_1458,8/28/2017,10:10,53,1.51,6,5,0.0871,0.0320,Animal matter,,Animalia,,0.0052,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Daphnia pulex/pulicaria grp.,,Cladocera,64,0.0305,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Chironomidae,larvae,Diptera,2,0.0004,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Acanthocyclops robustus,,Cyclopoida,2,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Brachycera,adult,Diptera,1,0.0016,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Aphididae,adult,Hemiptera,1,0.0006,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Insect matter,,Insecta,,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1459,9/8/2017,14:33,52,1.40,6,5,0.0710,0.0348,Animal matter,,Animalia,,0.0020,,jc
JC,CHN,2017_Ad_plus-F_1469,8/28/2017,10:57,44,0.79,5,5,0.0650,0.0242,Osteichthyes,larvae,Chordata,17,0.0288,,jc
JC,CHN,2017_Ad_plus-F_1469,8/28/2017,10:57,44,0.79,5,5,0.0650,0.0242,Daphnia pulex/pulicaria grp.,,Cladocera,6,0.0032,,jc
JC,CHN,2017_Ad_plus-F_1469,8/28/2017,10:57,44,0.79,5,5,0.0650,0.0242,Crangonyx sp,,Amphipoda,1,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1470,8/28/2017,10:03,55,1.95,5,5,0.1211,0.0401,Daphnia pulex/pulicaria grp.,,Cladocera,191,0.0621,,jc
JC,CHN,2017_Ad_plus-F_1470,8/28/2017,10:03,55,1.95,5,5,0.1211,0.0401,Chironomidae,emergent,Diptera,4,0.0057,,jc
JC,CHN,2017_Ad_plus-F_1470,8/28/2017,10:03,55,1.95,5,5,0.1211,0.0401,Animal matter,,Animalia,,0.0056,,jc
JC,CHN,2017_Ad_plus-F_1471,9/8/2017,14:15,52,1.54,6,4,0.0778,0.0365,Daphnia pulex/pulicaria grp.,,Cladocera,82,0.0288,,jc
JC,CHN,2017_Ad_plus-F_1471,9/8/2017,14:15,52,1.54,6,4,0.0778,0.0365,Chironomidae,emergent,Diptera,4,0.0030,,jc
JC,CHN,2017_Ad_plus-F_1471,9/8/2017,14:15,52,1.54,6,4,0.0778,0.0365,Chironomidae,pupae,Diptera,1,0.0005,,jc
JC,CHN,2017_Ad_plus-F_1471,9/8/2017,14:15,52,1.54,6,4,0.0778,0.0365,Insect matter,,Insecta,,0.0070,,jc
BO,CHN,2017_Ad_plus-F_1476,7/21/2017,14:16,58,2.43,6,5,0.1980,0.0535,Daphnia pulex/pulicaria grp.,,Cladocera,17,0.0155,,jc
BO,CHN,2017_Ad_plus-F_1476,7/21/2017,14:16,58,2.43,6,5,0.1980,0.0535,Osteichthyes,larvae,Chordata,37,0.0794,,jc
BO,CHN,2017_Ad_plus-F_1483,9/8/2017,15:45,60,2.48,6,3,0.1445,0.0531,Daphnia pulex/pulicaria grp.,,Cladocera,23,0.0145,,jc
BO,CHN,2017_Ad_plus-F_1483,9/8/2017,15:45,60,2.48,6,3,0.1445,0.0531,Chydoridae,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1483,9/8/2017,15:45,60,2.48,6,3,0.1445,0.0531,Osteichthyes,larvae,Chordata,8,0.0336,,jc
JC,CHN,2017_Ad_plus-F_1484,9/8/2017,14:53,66,3.26,5,5,0.1301,0.0664,Osteichthyes,larvae,Chordata,20,0.0350,,jc
JC,CHN,2017_Ad_plus-F_1484,9/8/2017,14:53,66,3.26,5,5,0.1301,0.0664,Insect matter,,Insecta,,0.0039,,jc
JC,CHN,2017_Ad_plus-F_1484,9/8/2017,14:53,66,3.26,5,5,0.1301,0.0664,Unidentified,,Unidentified,,0.0024,,jc
,CHN,2017_Ad_plus-F_1487,8/14/2017,15:30,66,3.52,6,5,0.2697,0.0671,Daphnia pulex/pulicaria grp.,,Cladocera,34,0.0647,,jc
,CHN,2017_Ad_plus-F_1487,8/14/2017,15:30,66,3.52,6,5,0.2697,0.0671,Osteichthyes,larvae,Chordata,36,0.0428,archived in separate vial,jc
,CHN,2017_Ad_plus-F_1487,8/14/2017,15:30,66,3.52,6,5,0.2697,0.0671,Animal matter,,Animalia,,0.0148,,jc
BO,CHN,2017_Ad_plus-F_1512,8/28/2017,11:17,58,2.34,6,5,0.1855,0.0545,Daphnia pulex/pulicaria grp.,,Cladocera,7,0.0045,,jc
BO,CHN,2017_Ad_plus-F_1512,8/28/2017,11:17,58,2.34,6,5,0.1855,0.0545,Aphididae,adult,Hemiptera,2,0.0007,,jc
BO,CHN,2017_Ad_plus-F_1512,8/28/2017,11:17,58,2.34,6,5,0.1855,0.0545,Osteichthyes,larvae,Chordata,38,0.0760,,jc
BO,CHN,2017_Ad_plus-F_1512,8/28/2017,11:17,58,2.34,6,5,0.1855,0.0545,Chironomidae,adult,Diptera,1,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1512,8/28/2017,11:17,58,2.34,6,5,0.1855,0.0545,Eucyclops sp,,Cyclopoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1512,8/28/2017,11:17,58,2.34,6,5,0.1855,0.0545,Chironomidae,pupae,Diptera,1,0.0002,,jc
BO,CHN,2017_Ad_plus-F_1513,8/28/2017,10:49,67,4.01,6,5,0.2456,0.0834,Chironomidae,larvae,Diptera,1,0.0000,"Outside stomach, probably in the mouth: 3 D. pulex/pulicaria, .0019; 1 Chironomidae emergent, .003; 20 fish larvae, .0264",jc
BO,CHN,2017_Ad_plus-F_1513,8/28/2017,10:49,67,4.01,6,5,0.2456,0.0834,Unidentified,,Unidentified,,0.0019,,jc
BO,CHN,2017_Ad_plus-F_1513,8/28/2017,10:49,67,4.01,6,5,0.2456,0.0834,Osteichthyes,larvae,Chordata,51,0.0974,,jc
BO,CHN,2017_Ad_plus-F_1513,8/28/2017,10:49,67,4.01,6,5,0.2456,0.0834,Daphnia pulex/pulicaria grp.,,Cladocera,10,0.0056,,jc
BO,CHN,2017_Ad_plus-F_1513,8/28/2017,10:49,67,4.01,6,5,0.2456,0.0834,Chironomidae,pupae,Diptera,1,0.0009,,jc
BO,CHN,2017_Ad_plus-F_1538,9/8/2017,16:00,66,3.58,6,5,0.3356,0.0897,Oligochaeta,,Oligochaeta,1,0.0886,,jc
BO,CHN,2017_Ad_plus-F_1538,9/8/2017,16:00,66,3.58,6,5,0.3356,0.0897,Diptera,larvae,Diptera,1,0.0293,,jc
BO,CHN,2017_Ad_plus-F_1538,9/8/2017,16:00,66,3.58,6,5,0.3356,0.0897,Plant matter,,Plant Matter,,0.0257,,jc
BO,CHN,2017_Ad_plus-F_1538,9/8/2017,16:00,66,3.58,6,5,0.3356,0.0897,Bosmina sp,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1538,9/8/2017,16:00,66,3.58,6,5,0.3356,0.0897,Simocephalus sp,,Cladocera,9,0.0007,,jc
BO,CHN,2017_Ad_plus-F_1538,9/8/2017,16:00,66,3.58,6,5,0.3356,0.0897,Unidentified,,Unidentified,,0.0618,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Diacyclops thomasi,,Cyclopoida,4,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Ceriodaphnia sp,,Cladocera,2,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Osphranticum labronectum,,Calanoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Simocephalus sp,,Cladocera,60,0.0042,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Oligochaeta,,Oligochaeta,1,0.1636,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0005,,jc
BO,CHN,2017_Ad_plus-F_1539,9/8/2017,14:40,64,3.46,6,5,0.3285,0.0978,Unidentified,,Unidentified,,0.0214,includes sand probably from oligochaete gut,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Acanthocyclops robustus,,Cyclopoida,4,0.0004,"1 Acanthocyclops, 7 Simocephalus outside stomach, zero weight",jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Simocephalus sp,,Cladocera,40,0.0033,,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Chironomidae,larvae,Diptera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Chironomidae,adult,Diptera,1,0.0008,,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Unidentified,,Unidentified,,0.0015,,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Brachycera,larvae,Diptera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Aphididae,,Hemiptera,1,0.0000,wingless,jc
ATE,CHN,2017_Ad_plus-F_1540,7/17/2017,9:57,52,1.40,5,4,0.0519,0.0425,Insect matter,,Insecta,,0.0008,,jc
BO,CHN,2017_Ad_plus-F_1541,9/8/2017,15:53,51,1.61,6,6,0.1533,0.0534,Oligochaeta,,Oligochaeta,1,0.0753,,jc
BO,CHN,2017_Ad_plus-F_1541,9/8/2017,15:53,51,1.61,6,6,0.1533,0.0534,Unidentified,,Unidentified,,0.009,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Hyalella azteca,,Amphipoda,20,0.0575,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Corixidae,nymph,Hemiptera,2,0.0013,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Crangonyx sp,,Amphipoda,23,0.0353,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Odonata,nymph,Odonata,1,0.0090,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Cyclopoida,,Cyclopoida,17,0.0015,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Cladocera,,Cladocera,9,0.0012,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Calanoida,,Calanoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Unidentified,,Unidentified,,0.0093,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Plant matter,,Plant Matter,,0.0017,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Chydoridae,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Aphididae,adult,Hemiptera,1,0.0017,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Chironomidae,adult,Diptera,10,0.0022,,jc
BO,CHN,2017_Ad_plus-F_1559,8/28/2017,11:13,63,2.92,6,4,0.2058,0.0508,Insect matter,,Insecta,,0.0077,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Aphididae,adult,Hemiptera,1,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Unidentified,,Unidentified,,0.0041,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Eurycercus sp,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Daphnia pulex/pulicaria grp.,,Cladocera,2,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Chironomidae,emergent,Diptera,3,0.0016,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Simocephalus sp,,Cladocera,1,0.0003,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Hyalella azteca,,Amphipoda,2,0.0040,,jc
BO,CHN,2017_Ad_plus-F_1560,7/21/2017,14:01,58,2.28,6,5,0.0836,0.0442,Crangonyx sp,,Amphipoda,8,0.0169,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Chironomidae,larvae,Diptera,2,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Chironomidae,pupae,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Chironomidae,emergent,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Acanthocyclops robustus,,Cyclopoida,35,0.0020,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Macrocyclops sp,,Cyclopoida,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Hesperodiaptomus caducus,,Calanoida,8,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Simocephalus sp,,Cladocera,19,0.0026,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Chydoridae,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Oligochaeta,,Oligochaeta,1,0.0218,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Aranae,,Arachnida,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Coleoptera,larvae,Coleoptera,1,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Insect matter,,Insecta,,0.0281,,jc
JC,CHN,2017_Ad_plus-F_1561,9/11/2017,11:09,60,2.55,6,3,0.1532,0.0651,Unidentified,,Unidentified,,0.0055,,jc
JC,CHN,2017_Ad_plus-F_1563,9/11/2017,10:55,70,3.96,3,2,0.0987,0.0813,Chironomidae,adult,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1563,9/11/2017,10:55,70,3.96,3,2,0.0987,0.0813,Ceriodaphnia sp,,Cladocera,2,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1563,9/11/2017,10:55,70,3.96,3,2,0.0987,0.0813,Acanthocyclops robustus,,Cyclopoida,14,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1563,9/11/2017,10:55,70,3.96,3,2,0.0987,0.0813,Diaptomidae,,Calanoida,2,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1563,9/11/2017,10:55,70,3.96,3,2,0.0987,0.0813,Insect matter,,Insecta,,0.0100,,jc
BO,CHN,2017_Ad_plus-F_1564,9/8/2017,15:31,56,2.02,6,5,0.0987,0.0404,Chironomidae,emergent,Diptera,5,0.0017,,jc
BO,CHN,2017_Ad_plus-F_1564,9/8/2017,15:31,56,2.02,6,5,0.0987,0.0404,Insect matter,,Insecta,,0.0012,,jc
BO,CHN,2017_Ad_plus-F_1564,9/8/2017,15:31,56,2.02,6,5,0.0987,0.0404,Oligochaeta,,Oligochaeta,1,0.0397,,jc
BO,CHN,2017_Ad_plus-F_1564,9/8/2017,15:31,56,2.02,6,5,0.0987,0.0404,Simocephalus sp,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1564,9/8/2017,15:31,56,2.02,6,5,0.0987,0.0404,Unidentified,,Unidentified,,0.0041,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Oligochaeta,,Oligochaeta,2,0.1008,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Chironomidae,emergent,Diptera,11,0.0032,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Sida crystallina,,Cladocera,1,0.0019,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Ceriodaphnia sp,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Simocephalus sp,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Daphnia pulex/pulicaria grp.,,Cladocera,4,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Brachycera,larvae,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1565,8/28/2017,9:40,71,4.01,5,5,0.2116,0.0791,Unidentified,,Unidentified,,0.0073,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Hydropsychidae,larvae,Trichoptera,3,0.0118,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Chironomidae,larvae,Diptera,102,0.0071,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Chironomidae,pupae,Diptera,3,0.0007,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Acanthocyclops robustus,,Cyclopoida,7,0.0007,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Eucyclops sp,,Cyclopoida,3,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Diaptomidae,,Calanoida,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Eurycercus sp,,Cladocera,2,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Simocephalus sp,,Cladocera,8,0.0014,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Daphnia pulex/pulicaria grp.,,Cladocera,2,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Moina sp,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Coleoptera,adult,Coleoptera,1,0.0018,,jc
JC,CHN,2017_Ad_plus-F_1569,8/9/2017,14:37,61,2.47,4,5,0.1006,0.0621,Insect matter,,Insecta,,0.0068,,jc
JC,CHN,2017_Ad_plus-F_1570,8/9/2017,14:22,35,0.35,5,5,0.0100,0.0058,Chironomidae,larvae,Diptera,33,0.0027,,jc
JC,CHN,2017_Ad_plus-F_1570,8/9/2017,14:22,35,0.35,5,5,0.0100,0.0058,Eucyclops sp,,Cyclopoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1570,8/9/2017,14:22,35,0.35,5,5,0.0100,0.0058,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1570,8/9/2017,14:22,35,0.35,5,5,0.0100,0.0058,Moina sp,,Cladocera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1570,8/9/2017,14:22,35,0.35,5,5,0.0100,0.0058,Insect matter,,Insecta,,0.0007,,jc
JC,CHN,2017_Ad_plus-F_1570,8/9/2017,14:22,35,0.35,5,5,0.0100,0.0058,Unidentified,,Unidentified,,0.0002,,jc
,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Chironomidae,larvae,Diptera,349,0.0451,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Acanthocyclops robustus,,Cyclopoida,82,0.0043,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Eurycercus sp,,Cladocera,3,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Hesperodiaptomus caducus,,Calanoida,9,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Daphnia sp,,Cladocera,6,0.0004,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Ceriodaphnia sp,,Cladocera,4,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Chydoridae,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Chironomidae,pupae,Diptera,1,0.0005,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Brachycera,larvae,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Animal matter,,Animalia,,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1572,9/11/2017,11:13,59,2.35,6,5,0.1140,0.0559,Unidentified,,Unidentified,,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,5,0.1144,0.0795,Brachycera,larvae,Diptera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,5,0.1144,0.0795,Americorophium spinicorne,,Amphipoda,2,0.0097,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,5,0.1144,0.0795,Trichoptera,adult,Trichoptera,1,0.0033,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,5,0.1144,0.0795,Chironomidae,pupae,Diptera,2,0.0006,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,5,0.1144,0.0795,Chironomidae,larvae,Diptera,8,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,5,0.1144,0.0795,Ceratopogonidae,larvae,Diptera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1573,,,67,3.16,4,4,0.1144,0.0795,Unidentified,,Unidentified,,0.0117,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Chironomidae,pupae,Diptera,7,0.0046,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Corixidae,adult,Hemiptera,2,0.0167,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Hyalella azteca,,Amphipoda,2,0.0057,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Aphididae,adult,Hemiptera,1,0.0011,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Simocephalus sp,,Cladocera,5,0.0032,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Insect matter,,Insecta,,0.0110,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Animal matter,,Animalia,,0.0115,,jc
JC,CHN,2017_Ad_plus-F_1578,9/8/2017,14:45,70,4.67,4,4,0.1608,0.0886,Plant matter,,Plant Matter,,0.0033,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Daphnia pulex/pulicaria grp.,,Cladocera,142,0.0515,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Chironomidae,pupae,Diptera,15,0.0051,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Chironomidae,larvae,Diptera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Ephydridae,adult,Diptera,1,0.0013,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Aphididae,adult,Hemiptera,1,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Corixidae,nymph,Hemiptera,4,0.0040,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Coenagrionidae,nymph,Odonata,2,0.0274,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Eurytemora affinis,,Calanoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Insect matter,,Insecta,,0.0050,,jc
JC,CHN,2017_Ad_plus-F_1579,8/28/2017,9:53,68,3.68,5,5,0.1696,0.0737,Crangonyx sp,,Amphipoda,1,0.0007,,jc
BO,CHN,2017_Ad_plus-F_1582,7/17/2017,11:10,52,1.48,5,5,0.0810,0.0449,Animal matter,,Animalia,,0.0043,,jc
