Processed by,Date,ID #,FL,FL (Label if different from data sheet),Weight,Weight in field,Fullness,Digestion,Damp wt,Empty wt,Prey taxa,,LH,Count,Wt,Stomach broken/damaged,Comments,REF,QA,Inventory,Total Contents Wt
as,6/19/2013,2013-011W,51,,0.4509,,3,5,0.01,0.0068,Daphniidae,Cladocera,unidentified,1,0,,,,,,
as,6/19/2013,2013-011W,51,,0.4509,,3,5,0.01,0.0068,Unidentified matter,,,,0,,,,,,
as,6/25/2013,2013-012W,55,,0.5515,,4,5,0.0138,0.0052,Pseudodiaptomus forbesi,Calanoida,female,27,0.0002,,,,,,
as,6/25/2013,2013-012W,55,,0.5515,,4,5,0.0138,0.0052,Pseudodiaptomus forbesi,Calanoida,male,29,0.0004,,,,,,
as,6/25/2013,2013-012W,55,,0.5515,,4,5,0.0138,0.0052,Sinocalanus doerrii,Calanoida,unidentified,30,0.0006,,,,,,
as,6/25/2013,2013-012W,55,,0.5515,,4,5,0.0138,0.0052,Unidentified matter,,,,0.0001,,,,,,
as,6/25/2013,2013-012W,55,,0.5515,,4,5,0.0138,0.0052,Pseudodiaptomus forbesi,Calanoida,copepodid,2,0,,,,,,
as,6/24/2010,2010-004S,35,,0.1011,,1,,0.0026,,Empty,,,,,,,,,,
as,5/11/2010,2010-005S,33,,0.1282,,4,4,0.0041,0.0018,Daphnia sp,Cladocera,unidentified,2,0,,,,,,
as,5/11/2010,2010-005S,33,,0.1282,,4,4,0.0041,0.0018,Pseudodiaptomus forbesi,Calanoida,female,1,0,,,,,,
as,5/11/2010,2010-005S,33,,0.1282,,4,4,0.0041,0.0018,Acanthocyclops sp,Cyclopoida,copepodid,31,0.0003,,,,,,
as,5/11/2010,2010-005S,33,,0.1282,,4,4,0.0041,0.0018,Diacyclops sp,Cyclopoida,copepodid,3,0,,,,,,
as,5/11/2010,2010-005S,33,,0.1282,,4,4,0.0041,0.0018,Cyclopoida,Cyclopoida,copepodid,44,0.0002,,,,,,
as,6/2/2010,2010-006S,34,,0.1179,,broken,5,,0.0025,Ceriodaphnia sp,Cladocera,unidentified,4,0,,,,,,
as,6/2/2010,2010-006S,34,,0.1179,,broken,5,,0.0025,Sinocalanus doerrii,Calanoida,adult,4,0,,,,,,
as,6/2/2010,2010-006S,34,,0.1179,,broken,5,,0.0025,Diaptomidae,Calanoida,adult,4,0.0002,,,,,,
as,6/2/2010,2010-006S,34,,0.1179,,broken,5,,0.0025,Daphnia sp,Cladocera,unidentified,3,0.0001,,,,,,
as,6/2/2010,2010-006S,34,,0.1179,,broken,5,,0.0025,Acanthocyclops sp,Cyclopoida,adult,21,0.0002,,,,,,
as,6/2/2010,2010-006S,34,,0.1179,,broken,5,,0.0025,Cyclopoida,Cyclopoida,copepodid,7,0,,,,,,
as,6/8/2010,2010-007S,39,,0.2588,,5,3,0.0097,0.0036,Pseudodiaptomus forbesi,Calanoida,female,29,0.0011,,,,,,
as,6/8/2010,2010-007S,39,,0.2588,,5,3,0.0097,0.0036,Pseudodiaptomus forbesi,Calanoida,male,2,0,,,,,,
as,6/8/2010,2010-007S,39,,0.2588,,5,3,0.0097,0.0036,Acanthocyclops sp,Cyclopoida,adult,1,0,,,,,,
as,6/8/2010,2010-007S,39,,0.2588,,5,3,0.0097,0.0036,Mysidacea,Mysidacea,unidentified,1,0,,,,,,
as,6/8/2010,2010-007S,39,,0.2588,,5,3,0.0097,0.0036,Unidentified matter,,,,0.0014,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Pseudodiaptomus forbesi,Calanoida,female,22,0.0007,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Pseudodiaptomus forbesi,Calanoida,male,8,0.0001,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Acanthocyclops sp,Cyclopoida,adult,12,0.0001,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Diacyclops sp,Cyclopoida,adult,2,0,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Cyclopoida,Cyclopoida,copepodid,2,0,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Sinocalanus doerrii,Calanoida,adult,26,0.0006,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Diaptomidae,Calanoida,adult,11,0.0002,,,,,,
as,6/9/2010,2010-008S,37,,0.2157,,broken,5,broken,0.0018,Unidentified matter,,,,0,,,,,,
as,6/27/2011,2011-005S,28,,0.0422,,broken,5,broken,,Pseudodiaptomus forbesi,Calanoida,copepodid,10,0,,,,,,
as,6/27/2011,2011-005S,28,,0.0422,,broken,5,broken,,Pseudodiaptomus forbesi,Calanoida,female,5,0.0001,,,,,,
as,6/27/2011,2011-005S,28,,0.0422,,broken,5,broken,,Acanthocyclops sp,Cyclopoida,adult,5,0,,,,,,
as,6/27/2011,2011-005S,28,,0.0422,,broken,5,broken,,Cyclopoida,Cyclopoida,copepodid,3,0,,,,,,
as,6/27/2011,2011-005S,28,,0.0422,,broken,5,broken,,Daphniidae,Cladocera,unidentified,7,0,,,,,,
as,6/27/2011,2011-006S,30,,0.0761,,broken,4,broken,0.0014,Pseudodiaptomus forbesi,Calanoida,copepodid,12,0,,,,,,
as,6/27/2011,2011-006S,30,,0.0761,,broken,4,broken,0.0014,Pseudodiaptomus forbesi,Calanoida,female,7,0,,,,,,
as,6/27/2011,2011-006S,30,,0.0761,,broken,4,broken,0.0014,Pseudodiaptomus forbesi,Calanoida,male,2,0,,,,,,
as,6/27/2011,2011-006S,30,,0.0761,,broken,4,broken,0.0014,Daphnia sp,Cladocera,unidentified,5,0,,,,,,
as,6/27/2011,2011-006S,30,,0.0761,,broken,4,broken,0.0014,Diaptomidae,Calanoida,adult,1,0,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Pseudodiaptomus forbesi,Calanoida,male,2,0.0001,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Pseudodiaptomus forbesi,Calanoida,female,2,0.0001,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Pseudodiaptomus forbesi,Calanoida,copepodid,1,0,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Ceriodaphnia sp,Cladocera,unidentified,1,0,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Daphnia sp,Cladocera,unidentified,3,0.0001,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Daphniidae,Cladocera,unidentified,5,0.0001,,,,,,
as,6/27/2011,2011-007S,25,,0.0418,,3,4,0.0019,0.0011,Unidentified matter,,,,0.0002,,,,,,
as,5/29/2011,2011-009S,32,,0.2161,,,,,,,,,,,"broken, sample lost",,,,,
as,6/29/2011,2011-010S,35,,0.1609,,6,4,0.0063,0.0023,Pseudodiaptomus forbesi,Calanoida,female,23,0.0004,,,,,,
as,6/29/2011,2011-010S,35,,0.1609,,6,4,0.0063,0.0023,Pseudodiaptomus forbesi,Calanoida,male,29,0.0006,,,,,,
as,6/29/2011,2011-010S,35,,0.1609,,6,4,0.0063,0.0023,Pseudodiaptomus forbesi,Calanoida,copepodid,12,0,,,,,,
as,6/29/2011,2011-010S,35,,0.1609,,6,4,0.0063,0.0023,Diacyclops sp,Cyclopoida,adult,2,0,,,,,,
as,6/29/2011,2011-010S,35,,0.1609,,6,4,0.0063,0.0023,Acanthocyclops sp,Cyclopoida,adult,9,0,,,,,,
as,6/29/2011,2011-010S,35,,0.1609,,6,4,0.0063,0.0023,Daphniidae,Cladocera,unidentified,4,0,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Pseudodiaptomus forbesi,Calanoida,female,2,0,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Pseudodiaptomus forbesi,Calanoida,male,6,0.0003,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Daphniidae,Cladocera,unidentified,4,0,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Bosmina longirostris,Cladocera,unidentified,49,0,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Acanthocyclops sp,Cyclopoida,adult,37,0.0002,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Diacyclops sp,Cyclopoida,adult,6,0,,,,,,
as,7/12/2011,2011-011S,32,,0.0833,,5,5,broken,,Cyclopoida,Cyclopoida,copepodid,13,0,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Moina sp,Cladocera,unidentified,2,0,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Moina sp,Cladocera,unidentified,44,0.0006,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Bosmina longirostris,Cladocera,unidentified,5,0,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Ceriodaphnia sp,Cladocera,unidentified,1,0,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Daphnia sp,Cladocera,unidentified,12,0.0001,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Calanoida,Calanoida,copepodid,1,0,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Cyclopoida,Cyclopoida,copepodid,12,0,,,,,,
as,7/20/2011,2011-012S,36,,0.1347,,broken,5,broken,,Daphniidae,Cladocera,unidentified,5,0,,,,,,
as,7/20/2011,2011-013S,26,,0.0455,,broken,4,broken,0.0013,Pseudodiaptomus forbesi,Calanoida,female,4,0.0002,,,,,,
as,7/20/2011,2011-013S,26,,0.0455,,broken,4,broken,0.0013,Pseudodiaptomus forbesi,Calanoida,male,17,0.0003,,,,,,
as,7/20/2011,2011-013S,26,,0.0455,,broken,4,broken,0.0013,Pseudodiaptomus forbesi,Calanoida,copepodid,6,0.0002,,,,,,
as,7/20/2011,2011-013S,26,,0.0455,,broken,4,broken,0.0013,Ceriodaphnia sp,Cladocera,unidentified,1,0,,,,,,
as,7/20/2011,2011-013S,26,,0.0455,,broken,4,broken,0.0013,Daphniidae,Cladocera,unidentified,2,0,,,,,,
as,5/15/2012,2012-030S,34,,0.108,,1,,broken,,Empty,,,,,,,,,,
as,5/6/2012,2012-031S,36,,0.114,,4,5,0.0052,0.0019,Pseudodiaptomus forbesi,Calanoida,female,8,0.0002,,,,,,
as,5/6/2012,2012-031S,36,,0.114,,4,5,0.0052,0.0019,Pseudodiaptomus forbesi,Calanoida,male,7,0,,,,,,
as,5/6/2012,2012-031S,36,,0.114,,4,5,0.0052,0.0019,Pseudodiaptomus forbesi,Calanoida,copepodid,13,0,,,,,,
as,5/6/2012,2012-031S,36,,0.114,,4,5,0.0052,0.0019,Sinocalanus doerrii,Calanoida,unidentified,12,0.0004,,,,,,
as,5/6/2012,2012-031S,36,,0.114,,4,5,0.0052,0.0019,Unidentified matter,,,,0,,,,,,
as,5/17/2012,2012-032S,35,,0.1237,,3,4,0.0034,0.002,Pseudodiaptomus forbesi,Calanoida,female,7,0.0003,,,,,,
as,5/17/2012,2012-032S,35,,0.1237,,3,4,0.0034,0.002,Pseudodiaptomus forbesi,Calanoida,male,2,0,,,,,,
as,5/17/2012,2012-032S,35,,0.1237,,3,4,0.0034,0.002,Eurytemora affinis,Calanoida,copepodid,1,0,,,,,,
as,5/17/2012,2012-032S,35,,0.1237,,3,4,0.0034,0.002,Daphniidae,Cladocera,unidentified,1,0,,,,,,
as,5/18/2012,2012-033S,36,,0.123,,2,3,0.0036,0.0026,Pseudodiaptomus forbesi,Calanoida,female,6,0.0002,,,,,,
as,5/18/2012,2012-033S,36,,0.123,,2,3,0.0036,0.0026,Pseudodiaptomus forbesi,Calanoida,copepodid,3,0.0002,,,,,,
as,5/18/2012,2012-033S,36,,0.123,,2,3,0.0036,0.0026,Calanoida,Calanoida,copepodid,2,0,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Pseudodiaptomus forbesi,Calanoida,female,7,0.0002,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Pseudodiaptomus forbesi,Calanoida,male,3,0,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Pseudodiaptomus forbesi,Calanoida,copepodid,5,0.0002,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Bosmina longirostris,Cladocera,unidentified,1,0,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Sinocalanus doerrii,Calanoida,unidentified,6,0.0001,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Osteichthyes,Osteichthyes,larva,1,0.0004,,,,,,
as,5/23/2012,2012-034S,36,,0.1416,,5,3,0.0054,0.0023,Unidentified matter,,,,0,,,,,,
as,5/24/2012,2012-035S,31,,0.0779,,broken,3,broken,0.0017,Sinocalanus doerrii,Calanoida,unidentified,2,0,,,,,,
as,5/24/2012,2012-035S,31,,0.0779,,broken,3,broken,0.0017,Pseudodiaptomus forbesi,Calanoida,adult,21,0.0003,,,,,,
as,5/24/2012,2012-035S,31,,0.0779,,broken,3,broken,0.0017,Pseudodiaptomus forbesi,Calanoida,copepodid,15,2,,,,,,
as,5/24/2012,2012-035S,31,,0.0779,,broken,3,broken,0.0017,Pseudodiaptomus forbesi,Calanoida,female,7,0,,,,,,
as,5/24/2012,2012-035S,31,,0.0779,,broken,3,broken,0.0017,Bosmina longirostris,Cladocera,unidentified,2,0,,,,,,
as,6/1/2012,2012-036S,39,,0.1959,,2,6,0.0048,0.0032,Diacyclops sp,Cyclopoida,copepodid,1,0,,,,,,
as,6/1/2012,2012-037S,42,,0.2523,,5,5,broken,0.0035,Pseudodiaptomus forbesi,Calanoida,female,31,0.0005,,,,,,
as,6/1/2012,2012-037S,42,,0.2523,,5,5,broken,0.0035,Pseudodiaptomus forbesi,Calanoida,male,75,0.0011,,,,,,
as,6/1/2012,2012-037S,42,,0.2523,,5,5,broken,0.0035,Pseudodiaptomus forbesi,Calanoida,copepodid,13,0,,,,,,
as,6/1/2012,2012-037S,42,,0.2523,,5,5,broken,0.0035,Sinocalanus doerrii,Calanoida,adult,1,0,,,,,,
as,6/1/2012,2012-038S,34,,0.1055,,4,4,0.0041,0.0018,Pseudodiaptomus forbesi,Calanoida,female,13,0.0002,,,,,,
as,6/1/2012,2012-038S,34,,0.1055,,4,4,0.0041,0.0018,Pseudodiaptomus forbesi,Calanoida,male,5,0.0005,,,,,,
as,6/1/2012,2012-038S,34,,0.1055,,4,4,0.0041,0.0018,Pseudodiaptomus forbesi,Calanoida,copepodid,14,0,,,,,,
as,6/1/2012,2012-038S,34,,0.1055,,4,4,0.0041,0.0018,Sinocalanus doerrii,Calanoida,adult,1,0,,,,,,
as,6/1/2012,2012-038S,34,,0.1055,,4,4,0.0041,0.0018,Daphniidae,Cladocera,unidentified,1,0,,,,,,
as,6/5/2012,2012-039S,38,,0.143,,1,,broken,,Empty,,,,,,,,,,
as,6/6/2012,2012-040S,41,,0.1832,,5,4,broken,0.0028,Pseudodiaptomus forbesi,Calanoida,female,30,0.0009,,,,,,
as,6/6/2012,2012-040S,41,,0.1832,,5,4,broken,0.0028,Pseudodiaptomus forbesi,Calanoida,male,21,0.0004,,,,,,
as,6/6/2012,2012-040S,41,,0.1832,,5,4,broken,0.0028,Pseudodiaptomus forbesi,Calanoida,copepodid,23,0.0003,,,,,,
as,6/6/2012,2012-040S,41,,0.1832,,5,4,broken,0.0028,Sinocalanus doerrii,Calanoida,adult,21,0.0006,,,,,,
as,6/6/2012,2012-040S,41,,0.1832,,5,4,broken,0.0028,Daphniidae,Cladocera,unidentified,3,0,,,,,,
as,6/13/2012,2012-042S,44,,0.2886,,3,6,0.0055,0.0041,Pseudodiaptomus forbesi,Calanoida,female,5,0.0001,,,,,,
as,6/13/2012,2012-042S,44,,0.2886,,3,6,0.0055,0.0041,Pseudodiaptomus forbesi,Calanoida,male,1,0,,,,,,
as,6/13/2012,2012-042S,44,,0.2886,,3,6,0.0055,0.0041,Sinocalanus doerrii,Calanoida,adult,2,0.0001,,,,,,
as,6/14/2012,2012-043S,47,,0.3783,,1,,0.0071,,Empty,,,,,,,,,,
as,6/14/2012,2012-044S,38,,0.1622,,1,,0.003,,Empty,,,,,,,,,,
as,6/15/2012,2012-045S,36,,0.1441,,3,4,0.0029,0.0017,Pseudodiaptomus forbesi,Calanoida,female,9,0.0001,,,,,,
as,6/15/2012,2012-045S,36,,0.1441,,3,4,0.0029,0.0017,Pseudodiaptomus forbesi,Calanoida,male,1,0,,,,,,
as,6/15/2012,2012-045S,36,,0.1441,,3,4,0.0029,0.0017,Pseudodiaptomus forbesi,Calanoida,copepodid,3,0,,,,,,
as,6/15/2012,2012-045S,36,,0.1441,,3,4,0.0029,0.0017,Sinocalanus doerrii,Calanoida,adult,3,0,,,,,,
as,6/15/2012,2012-046S,39,,0.166,,1,,0.0032,,Empty,,,,,,,,,,
as,6/15/2012,2012-047S,40,,0.152,,4,4,broken,0.0028,Pseudodiaptomus forbesi,Calanoida,female,13,0.0003,,,,,,
as,6/15/2012,2012-047S,40,,0.152,,4,4,broken,0.0028,Pseudodiaptomus forbesi,Calanoida,male,3,0,,,,,,
as,6/15/2012,2012-047S,40,,0.152,,4,4,broken,0.0028,Calanoida,Calanoida,copepodid,7,0.0001,,,,,,
as,6/15/2012,2012-047S,40,,0.152,,4,4,broken,0.0028,Diaptomidae,Calanoida,female,3,0.0002,,,,,,
as,6/15/2012,2012-047S,40,,0.152,,4,4,broken,0.0028,Sinocalanus doerrii,Calanoida,adult,3,0.0001,,,,,,
as,6/15/2012,2012-048S,39,,0.1416,,4,3,0.0039,0.0027,Pseudodiaptomus forbesi,Calanoida,female,2,0,,,,,,
as,6/15/2012,2012-048S,39,,0.1416,,4,3,0.0039,0.0027,Calanoida,Calanoida,copepodid,11,0.0002,,,,,,
as,6/15/2012,2012-048S,39,,0.1416,,4,3,0.0039,0.0027,Diaptomidae,Calanoida,copepodid,3,0,,,,,,
as,6/15/2012,2012-048S,39,,0.1416,,4,3,0.0039,0.0027,Diaptomidae,Calanoida,female,1,0,,,,,,
as,6/15/2012,2012-048S,39,,0.1416,,4,3,0.0039,0.0027,Sinocalanus doerrii,Calanoida,adult,1,0,,,,,,
as,6/19/2012,2012-049S,40,,0.2092,,4,3,broken,0.003,Pseudodiaptomus forbesi,Calanoida,copepodid,14,0.0002,,,,,,
as,6/19/2012,2012-049S,40,,0.2092,,4,3,broken,0.003,Pseudodiaptomus forbesi,Calanoida,female,14,0.0003,,,,,,
as,6/19/2012,2012-049S,40,,0.2092,,4,3,broken,0.003,Pseudodiaptomus forbesi,Calanoida,male,20,0.0004,,,,,,
as,6/19/2012,2012-049S,40,,0.2092,,4,3,broken,0.003,Sinocalanus doerrii,Calanoida,adult,1,0,,,,,,
as,6/19/2012,2012-049S,40,,0.2092,,4,3,broken,0.003,Daphniidae,Cladocera,unidentified,2,0,,,,,,
as,6/19/2012,2012-050S,29,,0.0767,,5,5,broken,0.0013,Pseudodiaptomus forbesi,Calanoida,female,12,0.0001,,,,,,
as,6/19/2012,2012-050S,29,,0.0767,,5,5,broken,0.0013,Pseudodiaptomus forbesi,Calanoida,male,0,0.0002,,,,,,
as,6/19/2012,2012-050S,29,,0.0767,,5,5,broken,0.0013,Pseudodiaptomus forbesi,Calanoida,copepodid,3,0,,,,,,
as,6/19/2012,2012-050S,29,,0.0767,,5,5,broken,0.0013,Calanoida,Calanoida,copepodid,2,0.0001,,,,,,
as,6/19/2012,2012-050S,29,,0.0767,,5,5,broken,0.0013,Sinocalanus doerrii,Calanoida,adult,11,0.0004,,,,,,
as,6/20/2012,2012-051S,35,,0.122,,4,4,broken,0.0018,Pseudodiaptomus forbesi,Calanoida,female,23,0.0005,,,,,,
as,6/20/2012,2012-051S,35,,0.122,,4,4,broken,0.0018,Pseudodiaptomus forbesi,Calanoida,male,26,0.0006,,,,,,
as,6/20/2012,2012-051S,35,,0.122,,4,4,broken,0.0018,Pseudodiaptomus forbesi,Calanoida,copepodid,20,0.0002,,,,,,
as,6/20/2012,2012-051S,35,,0.122,,4,4,broken,0.0018,Sinocalanus doerrii,Calanoida,adult,4,0,,,,,,
as,6/20/2012,2012-052S,36,,0.1759,,1,,0.0039,,Empty,,,,,,,,,,
as,6/26/2012,2012-053S,34,,0.0973,,1,,0.0026,,Empty,,,,,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Pseudodiaptomus forbesi,Calanoida,female,5,0.0001,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Pseudodiaptomus forbesi,Calanoida,male,8,0.0002,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Pseudodiaptomus forbesi,Calanoida,copepodid,17,0.0002,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Sinocalanus doerrii,Calanoida,adult,10,0.0002,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Unidentified matter,,,,0.0006,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Bosmina longirostris,Cladocera,unidentified,1,0,,,,,,
as,6/27/2012,2012-054S,46,,0.3184,,3,3,0.0066,0.0029,Harpacticoida,Harpacticoida,unidentified,3,0,,,,,,
as,6/27/2012,2012-055S,40,,0.1346,,1,,0.0033,,Empty,,,,,,,,,,
as,6/29/2012,2012-056S,36,,0.1184,,2,4,0.0031,,Pseudodiaptomus forbesi,Calanoida,female,3,0,,,,,,
as,6/29/2012,2012-056S,36,,0.1184,,2,4,0.0031,,Pseudodiaptomus forbesi,Calanoida,male,3,0.0002,,,,,,
as,6/29/2012,2012-056S,36,,0.1184,,2,4,0.0031,,Pseudodiaptomus forbesi,Calanoida,copepodid,6,0.0001,,,,,,
as,6/29/2012,2012-056S,36,,0.1184,,2,4,0.0031,,Sinocalanus doerrii,Calanoida,adult,3,0,,,,,,
as,6/29/2012,2012-057S,39,,0.165,,1,,0.0026,,Empty,,,,,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Cyclopoida,Cyclopoida,copepodid,8,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Acanthocyclops sp,Cyclopoida,adult,1,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Alona sp,Cladocera,unidentified,12,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Moina sp,Cladocera,unidentified,1,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Chydorus sp,Cladocera,unidentified,2,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Ceriodaphnia sp,Cladocera,unidentified,6,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Unidentified matter,,male,,0.0004,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Pseudodiaptomus forbesi,Calanoida,male,1,0,,,,,,
as,7/19/2012,2012-058S,37,,0.1427,,4,4,0.0042,0.0027,Pseudodiaptomus forbesi,Calanoida,copepodid,1,0,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Pseudodiaptomus forbesi,Calanoida,female,4,0,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Pseudodiaptomus forbesi,Calanoida,male,13,0.0002,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Pseudodiaptomus forbesi,Calanoida,copepodid,8,0,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Bosmina longirostris,Cladocera,unidentified,1,0,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Chydorus sp,Cladocera,unidentified,1,0,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Unidentified matter,,,,0,,,,,,
as,7/19/2012,2012-059S,48,,0.3222,,4,5,0.0068,0.0043,Sinocalanus doerrii,Calanoida,adult,2,0.0002,,,,,,
as,5/13/2014,2014-030S,35,,0.0918,,3,3,0.0041,0.0021,Pseudodiaptomus forbesi,Calanoida,female,3,0,,,,,,
as,5/13/2014,2014-030S,35,,0.0918,,3,3,0.0041,0.0021,Pseudodiaptomus forbesi,Calanoida,male,25,0.0003,,,,,,
as,5/13/2014,2014-030S,35,,0.0918,,3,3,0.0041,0.0021,Pseudodiaptomus forbesi,Calanoida,copepodid,17,0.0002,,,,,,
as,5/13/2014,2014-030S,35,,0.0918,,3,3,0.0041,0.0021,Unidentified matter,,,,0,,,,,,
as,5/13/2014,2014-031S,36,,0.1109,,4,4,0.0041,0.0022,Pseudodiaptomus forbesi,Calanoida,copepodid,18,0.0002,,,,,,
as,5/13/2014,2014-031S,36,,0.1109,,4,4,0.0041,0.0022,Pseudodiaptomus forbesi,Calanoida,male,16,0.0003,,,,,,
as,5/13/2014,2014-031S,36,,0.1109,,4,4,0.0041,0.0022,Pseudodiaptomus forbesi,Calanoida,female,4,0,,,,,,
as,5/13/2014,2014-031S,36,,0.1109,,4,4,0.0041,0.0022,Diaptomidae,Calanoida,male,4,0,,,,,,
as,5/13/2014,2014-031S,36,,0.1109,,4,4,0.0041,0.0022,Sinocalanus doerrii,Calanoida,adult,6,0,,,,,,
as,5/13/2014,2014-032S,32,,0.0912,,1,,0.0018,,Empty,,,,,,,,,,
as,5/20/2014,2014-033S,37,,0.1155,,broken,3,broken,0.0029,Pseudodiaptomus forbesi,Calanoida,copepodid,28,0.0002,,,,,,
as,5/20/2014,2014-033S,37,,0.1155,,broken,3,broken,0.0029,Pseudodiaptomus forbesi,Calanoida,male,12,0.0004,,,,,,
as,5/20/2014,2014-033S,37,,0.1155,,broken,3,broken,0.0029,Copepoda,,nauplius,7,0,,,,,,
as,5/20/2014,2014-033S,37,,0.1155,,broken,3,broken,0.0029,Unidentified matter,,,,0,,,,,,
as,6/10/2014,2014-034S,38,,0.1438,,broken,5,broken,0.0026,Pseudodiaptomus forbesi,Calanoida,female,17,0.0002,,,,,,
as,6/10/2014,2014-034S,38,,0.1438,,broken,5,broken,0.0026,Pseudodiaptomus forbesi,Calanoida,male,45,0.0006,,,,,,
as,6/10/2014,2014-034S,38,,0.1438,,broken,5,broken,0.0026,Pseudodiaptomus forbesi,Calanoida,copepodid,18,0.0002,,,,,,
as,6/10/2014,2014-034S,38,,0.1438,,broken,5,broken,0.0026,Diaptomidae,Calanoida,female,1,0,,,,,,
as,6/10/2014,2014-034S,38,,0.1438,,broken,5,broken,0.0026,Diaptomidae,Calanoida,male,1,0,,,,,,
as,6/10/2014,2014-035S,50,,0.3677,,broken,4,broken,0.0036,Pseudodiaptomus forbesi,Calanoida,female,37,0.0006,,,,,,
as,6/10/2014,2014-035S,50,,0.3677,,broken,4,broken,0.0036,Pseudodiaptomus forbesi,Calanoida,male,95,0.0012,,,,,,
as,6/10/2014,2014-035S,50,,0.3677,,broken,4,broken,0.0036,Pseudodiaptomus forbesi,Calanoida,copepodid,39,0.0004,,,,,,
as,6/12/2014,2014-036S,50,,0.4423,,6,4,0.0199,0.0061,Unidentified matter,,,,0,,,,,,
