Processed by,Date,ID #,,Site Code,Gear,FL,FL (Label if different from data sheet),Weight,Label Weight (If does not match weight on Inventory),Fullness,Digestion,Damp wt,Empty wt,Prey taxa,LH,Count,Wt,Stomach broken/damaged,Comments,REF,QA,Inventory
as,3/15/2012,2012-014CHNF,F,STTD,RSTR,65,,2.2608,,5,4,0.0938,0.0366,Daphniidae,,19,0.0031,,,Cladocera,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Animal Matter,,,0.0024,,,Animal Matter,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Corixidae,adult,1,0.0057,,,Hemiptera,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Chironomidae,larvae,3,0.0003,,,Diptera,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Chironomidae,pupa,1,0.0004,,,Diptera,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Chironomidae,adult,14,0.0032,,mostly thoraces,Diptera,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Gammaridea,,1,0.0057,,,Amphipoda,bo,White 2/4
as,3/29/2013,2013-020CHNF,F,BL-5,Beach Seine,64,,2.0895,,5,4,0.0827,0.0212,Aphididae,,9,0.0028,,,Hemiptera,bo,White 2/4
as,3/13/2013,2013-019CHNS,S,STTD,RSTR,73,,3.1381,,1,,0.0606,,Empty,,,,,,n/a,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Animal Matter,,,0.0177,,,Animal Matter,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Daphnia pulex/pulicaria,,87,0.0238,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Daphniidae,,46,0.0094,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Simocephalus sp,,2,0.0000,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Chironomidae,adult,6,0.0048,,,Diptera,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Chironomidae,pupa,1,0.0005,,,Diptera,bo,White 2/4
as,3/14/2013,2013-028CHNS,S,STTD,RSTR,78,,4.9260,,6,4,0.1902,0.0429,Calanoida,,21,0.0014,,,Copepoda,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Animal Matter,,,0.0014,,,Animal Matter,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Gammarus daiberi,,24,0.0014,,,Amphipoda,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Americorophium stimpsoni,,10,0.0023,,,Amphipoda,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Daphnia pulex/pulicaria,,10,0.0008,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Daphniidae,,5,0.0004,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Chironomidae,larvae,2,0.0002,,,Diptera,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Chironomidae,adult,3,0.0047,,,Diptera,bo,White 2/4
as,3/14/2013,2013-018CHNF,F,BL-5,Beach Seine,43,,0.4676,,6,5,0.0380,0.0025,Corophiidae,,6,0.0013,,,Amphipoda,bo,White 2/4
as,2/12/2013,2013-014CHNF,F,BL-5,Beach Seine,50,,0.8301,,5,5,0.0475,0.0033,Animal Matter,,,0.0011,,,Animal Matter,bo,White 2/4
as,2/12/2013,2013-014CHNF,F,BL-5,Beach Seine,50,,0.8301,,5,5,0.0475,0.0033,Daphniidae,,40,0.0036,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-014CHNF,F,BL-5,Beach Seine,50,,0.8301,,5,5,0.0475,0.0033,Daphnia pulex/pulicaria,,66,0.0110,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-014CHNF,F,BL-5,Beach Seine,50,,0.8301,,5,5,0.0475,0.0033,Simocephalus sp,,1,0.0000,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-025CHNS,S,STTD,RSTR,78,,4.4158,,5,4,0.1230,0.0770,Daphnia pulex/pulicaria,,3,0.0009,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-025CHNS,S,STTD,RSTR,78,,4.4158,,5,4,0.1230,0.0770,Chironomidae,adult,2,0.0017,,thoraces,Diptera,bo,White 2/4
as,3/14/2013,2013-025CHNS,S,STTD,RSTR,78,,4.4158,,5,4,0.1230,0.0770,Animal Matter,,,0.0017,,,Animal Matter,bo,White 2/4
as,3/14/2013,2013-025CHNS,S,STTD,RSTR,78,,4.4158,,5,4,0.1230,0.0770,Dolichopodidae,adult,1,0.0069,,,Diptera,bo,White 2/4
as,3/14/2013,2013-025CHNS,S,STTD,RSTR,78,,4.4158,,5,4,0.1230,0.0770,Diptera,adult,1,0.0005,,thoraces,Diptera,bo,White 2/4
as,2/1/2013,2013-002CHNS,S,STTD,RSTR,51,,0.7582,,4,2,0.0256,0.0126,Animal Matter,,,0.0026,,,Animal Matter,bo,White 2/4
as,2/1/2013,2013-002CHNS,S,STTD,RSTR,51,,0.7582,,4,2,0.0256,0.0126,Daphniidae,,5,0.0005,,,Cladocera,bo,White 2/4
as,3/14/2013,2013-024CHNS,S,STTD,RSTR,78,,4.0315,,1,,0.0871,,Empty,,,,,,n/a,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Animal Matter,,,0.0016,,,Animal Matter,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Daphnia pulex/pulicaria,,42,0.0088,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Simocephalus sp,,3,0.0007,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Daphniidae,,40,0.0074,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Chironomidae,larvae,2,0.0013,,,Diptera,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Chironomidae,emergent,1,0.0018,,,Diptera,bo,White 2/4
as,2/1/2013,2013-001CHNS,S,BL-5,Beach Seine,58,,1.4058,,5,4,0.0717,0.0170,Gammaridea,,1,0.0002,,,Amphipoda,bo,White 2/4
as,2/20/2013,2013-005CHNS,S,STTD,RSTR,59,,1.8587,,1,6,0.0321,0.0266,Corixidae,adult,1,0.0000,,wing only,Hemiptera,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Animal Matter,,,0.0010,,,Animal Matter,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Corophiidae,,1,0.0018,,,Amphipoda,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Daphniidae,,26,0.0022,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Daphnia pulex/pulicaria,,16,0.0017,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Simocephalus sp,,2,0.0002,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Chironomidae,larvae,1,0.0000,,,Diptera,bo,White 2/4
as,2/12/2013,2013-013CHNF,F,BL-5,Beach Seine,49,,1.9826,,5,5,0.0282,0.0112,Calanoida,,2,0.0000,,,Copepoda,bo,White 2/4
as,2/20/2013,2013-004CHNS,S,STTD,RSTR,69,,3.1259,,4,2,0.0535,0.0335,Animal Matter,,,0.0015,,,Animal Matter,bo,White 2/4
as,2/20/2013,2013-004CHNS,S,STTD,RSTR,69,,3.1259,,4,2,0.0535,0.0335,Nematoda,,1,0.0000,,,Nematoda,bo,White 2/4
as,2/20/2013,2013-004CHNS,S,STTD,RSTR,69,,3.1259,,4,2,0.0535,0.0335,Daphniidae,,8,0.0011,,,Cladocera,bo,White 2/4
as,2/20/2013,2013-004CHNS,S,STTD,RSTR,69,,3.1259,,4,2,0.0535,0.0335,Chironomidae,adult,1,0.0000,,thoraces,Diptera,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Animal Matter,,,0.0040,,,Animal Matter,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Chironomidae,pupa,1,0.0014,,,Diptera,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Chironomidae,emergent,1,0.0000,,,Diptera,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Daphnia pulex/pulicaria,,15,0.0017,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Daphniidae,ephippia,6,0.0005,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Simocephalus sp,,3,0.0007,,,Cladocera,bo,White 2/4
as,2/12/2013,2013-012CHNF,F,BL-5,Beach Seine,52,,0.9731,,5,3,0.0442,0.0082,Daphniidae,,16,0.0019,,,Cladocera,bo,White 2/4
as,3/8/2013,2013-014CHNS,S,STTD,RSTR,72,,3.5311,,3,3,0.1339,0.0989,Animal Matter,,,0.0015,,,Animal Matter,bo,White 2/4
as,3/8/2013,2013-014CHNS,S,STTD,RSTR,72,,3.5311,,3,3,0.1339,0.0989,Daphniidae,,10,0.0015,,,Cladocera,bo,White 2/4
as,3/8/2013,2013-014CHNS,S,STTD,RSTR,72,,3.5311,,3,3,0.1339,0.0989,Daphnia pulex/pulicaria,,11,0.0024,,,Cladocera,bo,White 2/4
as,3/8/2013,2013-014CHNS,S,STTD,RSTR,72,,3.5311,,3,3,0.1339,0.0989,Daphniidae,ephippia,1,0.0001,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-010CHNF,F,BL-5,Beach Seine,44,,0.4542,,6,4,0.0243,0.0094,Animal Matter,,,0.0011,,,Animal Matter,bo,White 2/4
as,2/1/2013,2013-010CHNF,F,BL-5,Beach Seine,44,,0.4542,,6,4,0.0243,0.0094,Daphnia pulex/pulicaria,,29,0.0020,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-010CHNF,F,BL-5,Beach Seine,44,,0.4542,,6,4,0.0243,0.0094,Simocephalus sp,,2,0.0005,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-010CHNF,F,BL-5,Beach Seine,44,,0.4542,,6,4,0.0243,0.0094,Daphniidae,,26,0.0029,,,Cladocera,bo,White 2/4
as,2/1/2013,2013-010CHNF,F,BL-5,Beach Seine,44,,0.4542,,6,4,0.0243,0.0094,Odonata,nymph,1,0.0000,,,Odonata,bo,White 2/4
as,3/13/2014,2014-043CHNF,F,STTD,RSTR,38,,0.3151,,5,5,0.0111,0.0042,Animal Matter,,,0.0002,,,Animal Matter,bo,White 2/4
as,3/13/2014,2014-043CHNF,F,STTD,RSTR,38,,0.3151,,5,5,0.0111,0.0042,Daphnia pulex/pulicaria,,24,0.0014,,,Cladocera,bo,White 2/4
as,3/13/2014,2014-043CHNF,F,STTD,RSTR,38,,0.3151,,5,5,0.0111,0.0042,Daphniidae,,9,0.0002,,,Cladocera,bo,White 2/4
as,3/13/2014,2014-043CHNF,F,STTD,RSTR,38,,0.3151,,5,5,0.0111,0.0042,Simocephalus sp,,1,0.0000,,,Cladocera,bo,White 2/4
as,3/1/2013,2013-010CHNS,S,STTD,RSTR,75,,3.4006,,4,4,0.0679,0.0573,Animal Matter,,,0.0009,,,Animal Matter,bo,White 2/4
as,3/1/2013,2013-010CHNS,S,STTD,RSTR,75,,3.4006,,4,4,0.0679,0.0573,Mysidacea,,1,0.0000,,,Mysidacea,bo,White 2/4
as,3/1/2013,2013-010CHNS,S,STTD,RSTR,75,,3.4006,,4,4,0.0679,0.0573,Plant matter,,,0.0020,,,Plant Matter,bo,White 2/4
as,3/1/2013,2013-010CHNS,S,STTD,RSTR,75,,3.4006,,4,4,0.0679,0.0573,Chironomidae,,2,0.0026,,,Diptera,bo,White 2/4
as,3/12/2013,2013-015CHNS,S,STTD,RSTR,64,,2.6057,,1,,0.0533,,Empty,,,,,,n/a,bo,White 2/4
as,2/22/2013,2013-002CHNW,W,STTD,RSTR,99,,8.7737,,1,,0.1723,,Empty,,,,,,n/a,bo,White 2/4
as,2/28/2013,2013-015CHNF,F,BL-5,Beach Seine,43,,0.4870,0.7600,5,4,0.0383,0.0155,Animal Matter,,,0.0013,,,Animal Matter,bo,White 2/4
as,2/28/2013,2013-015CHNF,F,BL-5,Beach Seine,43,,0.4870,0.7600,5,4,0.0383,0.0155,Daphnia pulex/pulicaria,,28,0.0023,,,Cladocera,bo,White 2/4
as,2/28/2013,2013-015CHNF,F,BL-5,Beach Seine,43,,0.4870,0.7600,5,4,0.0383,0.0155,Daphniidae,,13,0.0005,,,Cladocera,bo,White 2/4
as,2/28/2013,2013-015CHNF,F,BL-5,Beach Seine,43,,0.4870,0.7600,5,4,0.0383,0.0155,Chironomidae,emergent,11,0.0026,,,Diptera,bo,White 2/4
as,2/28/2013,2013-015CHNF,F,BL-5,Beach Seine,43,,0.4870,0.7600,5,4,0.0383,0.0155,Aphididae,,5,0.0009,,,Hemiptera,bo,White 2/4
as,1/25/2013,2013-007CHNF,F,STTD,RSTR,42,,0.3269,,3,3,0.0143,0.0042,Animal Matter,,,0.0013,,,Animal Matter,bo,White 2/4
as,1/25/2013,2013-007CHNF,F,STTD,RSTR,42,,0.3269,,3,3,0.0143,0.0042,Chironomidae,larvae,3,0.0002,,,Diptera,bo,White 2/4
as,1/25/2013,2013-007CHNF,F,STTD,RSTR,42,,0.3269,,3,3,0.0143,0.0042,Daphniidae,,4,0.0003,,,Cladocera,bo,White 2/4
as,1/17/2013,2013-005CHNF,F,BL-5,Beach Seine,37,,0.2364,,4,6,0.0088,0.0013,Chironomidae,larvae,1,0.0001,,,Diptera,bo,White 2/4
as,1/17/2013,2013-005CHNF,F,BL-5,Beach Seine,37,,0.2364,,4,6,0.0088,0.0013,Daphnia pulex/pulicaria,,15,0.0007,,,Cladocera,bo,White 2/4
as,1/17/2013,2013-005CHNF,F,BL-5,Beach Seine,37,,0.2364,,4,6,0.0088,0.0013,Daphniidae,,30,0.0013,,,Cladocera,bo,White 2/4
as,3/19/2014,2014-070CHNF,F,STTD,RSTR,52,,1.1317,1.4800,1,,0.0077,,Empty,,,,Y,,n/a,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Animal Matter,,,0.0003,Y,stomach too damaged to weigh,Animal Matter,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Plant matter,,,0.0010,,,Plant Matter,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Chironomidae,adult,16,0.0018,,,Diptera,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Ephydridae,adult,1,0.0003,,,Diptera,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Aphididae,,3,0.0000,,,Hemiptera,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Acari,,1,0.0000,,,Arachnida,bo,White 2/4
as,3/19/2014,2014-065CHNF,F,STTD,RSTR,65,,2.7991,3.4800,3,5,,,Psyllidae,adult,3,0.0003,,,Hemiptera,bo,White 2/4
as,3/5/2014,2014-011CHNF,F,BL-5,Beach Seine,44,,0.6587,,3,3,0.0097,0.0055,Animal Matter,,,0.0000,,,Animal Matter,bo,White 2/4
as,3/5/2014,2014-011CHNF,F,BL-5,Beach Seine,44,,0.6587,,3,3,0.0097,0.0055,Chironomidae,adult,1,0.0000,,,Diptera,bo,White 2/4
as,3/5/2014,2014-011CHNF,F,BL-5,Beach Seine,44,,0.6587,,3,3,0.0097,0.0055,Trichoptera,adult,1,0.0003,,,Trichoptera,bo,White 2/4
as,3/5/2014,2014-013CHNF,F,BL-5,Beach Seine,45,,0.7879,,6,3,0.0327,0.0089,Animal Matter,,,0.0046,,,Animal Matter,bo,White 2/4
as,3/5/2014,2014-013CHNF,F,BL-5,Beach Seine,45,,0.7879,,6,3,0.0327,0.0089,Chironomidae,adult,18,0.0028,,thoraces,Diptera,bo,White 2/4
as,3/5/2014,2014-013CHNF,F,BL-5,Beach Seine,45,,0.7879,,6,3,0.0327,0.0089,Plant matter,,,0.0003,,,Plant Matter,bo,White 2/4
as,3/5/2014,2014-013CHNF,F,BL-5,Beach Seine,45,,0.7879,,6,3,0.0327,0.0089,Sminthuridae,,2,0.0009,,,Collembola,bo,White 2/4
as,3/5/2014,2014-013CHNF,F,BL-5,Beach Seine,45,,0.7879,,6,3,0.0327,0.0089,Daphniidae,,2,0.0001,,,Cladocera,bo,White 2/4
as,3/19/2014,2014-080CHNF,F,STTD,RSTR,45,,0.6244,0.8600,5,6,0.0163,0.0039,Chironomidae,adult,13,0.0015,,mostly thoraces,Diptera,bo,White 2/4
as,3/19/2014,2014-080CHNF,F,STTD,RSTR,45,,0.6244,0.8600,5,6,0.0163,0.0039,Corixidae,nymph,1,0.0003,,,Hemiptera,bo,White 2/4
as,3/19/2014,2014-080CHNF,F,STTD,RSTR,45,,0.6244,0.8600,5,6,0.0163,0.0039,Aphididae,adult,1,0.0003,,winged,Hemiptera,bo,White 2/4
as,3/16/2012,2012-006CHNS,S,STTD,RSTR,68,,2.3968,,2,5,0.0827,0.0711,Animal Matter,,,0.0000,,,Animal Matter,bo,White 2/4
as,3/16/2012,2012-006CHNS,S,STTD,RSTR,68,,2.3968,,2,5,0.0827,0.0711,Daphnia sp,,17,0.0012,,,Cladocera,bo,White 2/4
as,3/16/2012,2012-006CHNS,S,STTD,RSTR,68,,2.3968,,2,5,0.0827,0.0711,Daphniidae,,4,0.0002,,,Cladocera,bo,White 2/4
as,3/19/2012,2012-007CHNS,S,STTD,RSTR,72,,2.7113,,6,3,0.1775,0.0418,Animal Matter,,,0.0133,,,Animal Matter,bo,White 2/4
as,3/19/2012,2012-007CHNS,S,STTD,RSTR,72,,2.7113,,6,3,0.1775,0.0418,Daphnia sp,,26,0.0067,,,Cladocera,bo,White 2/4
as,3/19/2012,2012-007CHNS,S,STTD,RSTR,72,,2.7113,,6,3,0.1775,0.0418,Daphniidae,,24,0.0048,,,Cladocera,bo,White 2/4
as,3/19/2012,2012-007CHNS,S,STTD,RSTR,72,,2.7113,,6,3,0.1775,0.0418,Simocephalus sp,,2,0.0001,,,Cladocera,bo,White 2/4
bo,3/19/2014,2014-068CHNF,F,STTD,RSTR,61,,2.0864,2.3400,2,6,0.0786,0.0562,Chironomidae,adult,6,0.0069,,,Diptera,bo,White 2/4
bo,3/13/2014,2014-039CHNF,F,STTD,RSTR,52,,1.0532,,,,,,Daphnia sp,,51,0.0101,Y,stomach too damaged to weigh,Cladocera,bo,White 2/4
bo,3/12/2013,2013-017CHNS,S,STTD,RSTR,65,,2.1432,,2,3,0.0488,0.0480,Daphnia sp,,5,0.0004,Y,stomach open,Cladocera,bo,White 2/4
bo,3/12/2013,2013-017CHNS,S,STTD,RSTR,65,,2.1432,,2,3,0.0488,0.0480,Chironomidae,adult,1,0.0005,,,Diptera,bo,White 2/4
bo,3/12/2013,2013-017CHNS,S,STTD,RSTR,65,,2.1432,,2,3,0.0488,0.0480,Aphididae,adult,1,0.0001,,,Hemiptera,bo,White 2/4
bo,3/19/2014,2014-088CHNF,F,STTD,RSTR,50,,1.1141,1.3400,1,,0.0139,,Empty,,,,,,n/a,bo,White 2/4
bo,3/18/2014,2014-013CHNS,S,STTD,RSTR,68,,3.1446,3.4400,3,6,0.0990,0.0836,Corixidae,adult,1,0.0073,,,Hemiptera,bo,White 2/4
bo,3/18/2014,2014-013CHNS,S,STTD,RSTR,68,,3.1446,3.4400,3,6,0.0990,0.0836,Chironomidae,adult,3,0.0034,,,Diptera,bo,White 2/4
bo,2/12/2013,2013-003CHNS,S,BL-3,Beach Seine,69,,2.7653,,5,5,0.1054,0.0426,Daphnia sp,,154,0.0395,,,Cladocera,bo,White 2/4
bo,2/12/2013,2013-003CHNS,S,BL-3,Beach Seine,69,,2.7653,,5,5,0.1054,0.0426,Cyclopoida,,1,0.0000,,,Copepoda,bo,White 2/4
bo,2/12/2013,2013-003CHNS,S,BL-3,Beach Seine,69,,2.7653,,5,5,0.1054,0.0426,Calanoida,,1,0.0006,,,Copepoda,bo,White 2/4
bo,2/12/2013,2013-003CHNS,S,BL-3,Beach Seine,69,,2.7653,,5,5,0.1054,0.0426,Animal Matter,,,0.0065,,,Animal Matter,bo,White 2/4
bo,3/24/2015,2015-005CHNS,S,STTD,RSTR,91,,10.4900,,3,6,0.1521,0.1379,Insect matter,,,0.0124,,,Insecta,bo,Small Brown
bo,3/12/2015,2015-004CHNS,S,AL-2,,73,,4.7400,,6,5,0.2446,0.0807,Daphnia sp,,382,0.0879,,,Cladocera,bo,Small Brown
bo,3/12/2015,2015-004CHNS,S,AL-2,,73,,4.7400,,6,5,0.2446,0.0807,Chironomidae,adult,10,0.0024,,,Diptera,bo,Small Brown
bo,3/12/2015,2015-004CHNS,S,AL-2,,73,,4.7400,,6,5,0.2446,0.0807,Calanoida,,80,0.0144,,,Copepoda,bo,Small Brown
bo,3/12/2015,2015-004CHNS,S,AL-2,,73,,4.7400,,6,5,0.2446,0.0807,Cladocera,,56,0.0217,,,Cladocera,bo,Small Brown
bo,3/12/2015,2015-004CHNS,S,AL-2,,73,,4.7400,,6,5,0.2446,0.0807,Cyclopoida,,2,0.0001,,,Copepoda,bo,Small Brown
bo,3/11/2015,2015-003CHNS,S,STTD,,72,79,4.1400,,3,5,0.0930,0.0873,Psocoptera,adult,1,0.0010,,,Psocoptera,bo,Small Brown
bo,3/11/2015,2015-003CHNS,S,STTD,,72,79,4.1400,,3,5,0.0930,0.0873,Animal Matter,,,0.0018,,,Animal Matter,bo,Small Brown
bo,3/11/2015,2015-003CHNS,S,STTD,,72,79,4.1400,,3,5,0.0930,0.0873,Hyallela sp,,1,0.0052,,,Amphipoda,bo,Small Brown
bo,3/12/2015,2015-005CHNF,F,BL-4,Beach Seine,51,,1.3100,,4,5,0.0409,0.0294,Animal Matter,,,0.0040,,,Animal Matter,bo,Small Brown
bo,3/12/2015,2015-005CHNF,F,BL-4,Beach Seine,51,,1.3100,,4,5,0.0409,0.0294,Daphnia sp,,17,0.0040,,,Cladocera,bo,Small Brown
bo,3/12/2015,2015-005CHNF,F,BL-4,Beach Seine,51,,1.3100,,4,5,0.0409,0.0294,Calanoida,,2,0.0002,,,Copepoda,bo,Small Brown
bo,3/12/2015,2015-005CHNF,F,BL-4,Beach Seine,51,,1.3100,,4,5,0.0409,0.0294,Aphididae,adult,3,0.0019,,winged,Hemiptera,bo,Small Brown
bo,3/12/2015,2015-005CHNF,F,BL-4,Beach Seine,51,,1.3100,,4,5,0.0409,0.0294,Chironomidae,,2,0.0009,,,Diptera,bo,Small Brown
bo,3/11/2015,2015-002CHNS,S,STTD,,79,,5.3500,,2,6,0.0899,0.0892,Insect matter,,,0.0030,,,Insecta,bo,Small Brown
bo,3/11/2014,2014-033CHNF,F,STTD,RSTR,60,,1.9013,,1,,0.0637,,Empty,,,,,,n/a,bo,White 3/4
as,3/25/2015,2015-008CHNF,F,STTD,RSTR,67,,3.1000,,1,,0.0696,,Empty,,,,,"""Fish 1 of 2""",n/a,bo,Small Brown
as,3/25/2015,2015-007CHNS,S,STTD,RSTR,85,,6.4200,,1,,0.1346,,Empty,,,,,,n/a,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Animal Matter,,,0.0214,,,Animal Matter,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Daphnia sp,,240,0.1370,,,Cladocera,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Daphniidae,,100,0.0337,,,Cladocera,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Ceriodaphnia sp,,1,0.0000,,,Cladocera,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Simocephalus sp,,11,0.0050,,,Cladocera,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Osteichthyes,,2,0.0370,,,Chordata,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Calanoida,,1,0.0000,,,Copepoda,bo,Small Brown
as,3/25/2015,2015-006CHNS,S,AL-4,Beach Seine,84,,7.9400,,6,4,0.7041,0.0935,Chironomidae,emergent,1,0.0003,,,Diptera,bo,Small Brown
as,3/24/2015,2015-007CHNF,F,STTD,RSTR,61,,2.5500,,1,,0.0630,,Empty,,,,,,n/a,bo,Small Brown
as,3/17/2015,2015-006CHNF,F,STTD,RSTR,52,,1.8700,,5,3,0.0953,0.0479,Animal Matter,,,0.0099,,,Animal Matter,bo,Small Brown
as,3/17/2015,2015-006CHNF,F,STTD,RSTR,52,,1.8700,,5,3,0.0953,0.0479,Crangonyx sp,,1,0.0017,,,Amphipoda,bo,Small Brown
as,3/17/2015,2015-006CHNF,F,STTD,RSTR,52,,1.8700,,5,3,0.0953,0.0479,Psyllidae,adult,1,0.0002,,,Hemiptera,bo,Small Brown
